perm,run,tag,regime_id,cycle,phase,null_beta1_birth_area,n_edges,n_nodes
1,R3_intermediate,a100_mu030_g002,R3,12,hot,0.2824030172413793,11600,5965
2,R3_intermediate,a100_mu030_g002,R3,12,hot,0.28240948275862066,11600,5965
3,R3_intermediate,a100_mu030_g002,R3,12,hot,0.2793728448275862,11600,5965
4,R3_intermediate,a100_mu030_g002,R3,12,hot,0.28245474137931037,11600,5965
5,R3_intermediate,a100_mu030_g002,R3,12,hot,0.2850021551724138,11600,5965
6,R3_intermediate,a100_mu030_g002,R3,12,hot,0.28201293103448277,11600,5965
7,R3_intermediate,a100_mu030_g002,R3,12,hot,0.2831487068965517,11600,5965
8,R3_intermediate,a100_mu030_g002,R3,12,hot,0.28221767241379314,11600,5965
9,R3_intermediate,a100_mu030_g002,R3,12,hot,0.2805280172413793,11600,5965
10,R3_intermediate,a100_mu030_g002,R3,12,hot,0.2837478448275862,11600,5965
11,R3_intermediate,a100_mu030_g002,R3,12,hot,0.2819547413793103,11600,5965
12,R3_intermediate,a100_mu030_g002,R3,12,hot,0.28425,11600,5965
13,R3_intermediate,a100_mu030_g002,R3,12,hot,0.280864224137931,11600,5965
14,R3_intermediate,a100_mu030_g002,R3,12,hot,0.2817413793103448,11600,5965
15,R3_intermediate,a100_mu030_g002,R3,12,hot,0.28087715517241374,11600,5965
16,R3_intermediate,a100_mu030_g002,R3,12,hot,0.28004956896551725,11600,5965
17,R3_intermediate,a100_mu030_g002,R3,12,hot,0.2817435344827586,11600,5965
18,R3_intermediate,a100_mu030_g002,R3,12,hot,0.28617241379310343,11600,5965
19,R3_intermediate,a100_mu030_g002,R3,12,hot,0.2841573275862069,11600,5965
20,R3_intermediate,a100_mu030_g002,R3,12,hot,0.2837780172413793,11600,5965
21,R3_intermediate,a100_mu030_g002,R3,12,hot,0.28447629310344824,11600,5965
22,R3_intermediate,a100_mu030_g002,R3,12,hot,0.2817758620689655,11600,5965
23,R3_intermediate,a100_mu030_g002,R3,12,hot,0.2842176724137931,11600,5965
24,R3_intermediate,a100_mu030_g002,R3,12,hot,0.2815,11600,5965
0,R3_intermediate,a100_mu030_g002,R3,13,cold,0.26562726471808257,4616,2766
1,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2606074889802459,4616,2766
2,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2555192827731648,4616,2766
3,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2601763434982702,4616,2766
4,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2537444348374822,4616,2766
5,R3_intermediate,a100_mu030_g002,R3,13,cold,0.25833647867564813,4616,2766
6,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2558593005972602,4616,2766
7,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2628317735045178,4616,2766
8,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2620309885260194,4616,2766
9,R3_intermediate,a100_mu030_g002,R3,13,cold,0.25763156218190436,4616,2766
10,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2574623509452334,4616,2766
11,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2602611684911268,4616,2766
12,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2584328675886505,4616,2766
13,R3_intermediate,a100_mu030_g002,R3,13,cold,0.25557253344301356,4616,2766
14,R3_intermediate,a100_mu030_g002,R3,13,cold,0.26013020956810406,4616,2766
15,R3_intermediate,a100_mu030_g002,R3,13,cold,0.26084358234586924,4616,2766
16,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2579778015630585,4616,2766
17,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2539596204755472,4616,2766
18,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2554211430958737,4616,2766
19,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2635620881028521,4616,2766
20,R3_intermediate,a100_mu030_g002,R3,13,cold,0.25509646762839966,4616,2766
21,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2572399838587801,4616,2766
22,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2627605631430636,4616,2766
23,R3_intermediate,a100_mu030_g002,R3,13,cold,0.2571767090675021,4616,2766
24,R3_intermediate,a100_mu030_g002,R3,13,cold,0.25731386160783826,4616,2766
0,R3_intermediate,a100_mu030_g002,R3,13,hot,0.36939277441526863,24193,7967
1,R3_intermediate,a100_mu030_g002,R3,13,hot,0.3669358490142569,24193,7967
2,R3_intermediate,a100_mu030_g002,R3,13,hot,0.36695440082842457,24193,7967
3,R3_intermediate,a100_mu030_g002,R3,13,hot,0.3673140634718044,24193,7967
4,R3_intermediate,a100_mu030_g002,R3,13,hot,0.36359972494451465,24193,7967
5,R3_intermediate,a100_mu030_g002,R3,13,hot,0.36793812808412635,24193,7967
6,R3_intermediate,a100_mu030_g002,R3,13,hot,0.3672974336728968,24193,7967
7,R3_intermediate,a100_mu030_g002,R3,13,hot,0.3663798765577295,24193,7967
8,R3_intermediate,a100_mu030_g002,R3,13,hot,0.36911913016532616,24193,7967
9,R3_intermediate,a100_mu030_g002,R3,13,hot,0.366598047904639,24193,7967
10,R3_intermediate,a100_mu030_g002,R3,13,hot,0.36754771387923135,24193,7967
11,R3_intermediate,a100_mu030_g002,R3,13,hot,0.36638609732332916,24193,7967
12,R3_intermediate,a100_mu030_g002,R3,13,hot,0.36844846026088707,24193,7967
13,R3_intermediate,a100_mu030_g002,R3,13,hot,0.3699022232392433,24193,7967
14,R3_intermediate,a100_mu030_g002,R3,13,hot,0.36768395742858406,24193,7967
15,R3_intermediate,a100_mu030_g002,R3,13,hot,0.36735644526360867,24193,7967
16,R3_intermediate,a100_mu030_g002,R3,13,hot,0.36595850583832024,24193,7967
17,R3_intermediate,a100_mu030_g002,R3,13,hot,0.3673647849814087,24193,7967
18,R3_intermediate,a100_mu030_g002,R3,13,hot,0.36755991522813614,24193,7967
19,R3_intermediate,a100_mu030_g002,R3,13,hot,0.3670218289885203,24193,7967
20,R3_intermediate,a100_mu030_g002,R3,13,hot,0.3681892820305944,24193,7967
21,R3_intermediate,a100_mu030_g002,R3,13,hot,0.3675063707465923,24193,7967
22,R3_intermediate,a100_mu030_g002,R3,13,hot,0.3688369812835155,24193,7967
23,R3_intermediate,a100_mu030_g002,R3,13,hot,0.3670443240933574,24193,7967
24,R3_intermediate,a100_mu030_g002,R3,13,hot,0.36776763270971685,24193,7967
0,R3_intermediate,a100_mu030_g002,R3,14,cold,0.2657857843725027,4706,2557
1,R3_intermediate,a100_mu030_g002,R3,14,cold,0.2602419924759025,4706,2557
2,R3_intermediate,a100_mu030_g002,R3,14,cold,0.26376586932875357,4706,2557
3,R3_intermediate,a100_mu030_g002,R3,14,cold,0.2681459708904331,4706,2557
4,R3_intermediate,a100_mu030_g002,R3,14,cold,0.26378463857245776,4706,2557
5,R3_intermediate,a100_mu030_g002,R3,14,cold,0.26746002994539536,4706,2557
6,R3_intermediate,a100_mu030_g002,R3,14,cold,0.2651627208053282,4706,2557
7,R3_intermediate,a100_mu030_g002,R3,14,cold,0.2653239224898184,4706,2557
8,R3_intermediate,a100_mu030_g002,R3,14,cold,0.2620482995200606,4706,2557
9,R3_intermediate,a100_mu030_g002,R3,14,cold,0.26542463429847823,4706,2557
10,R3_intermediate,a100_mu030_g002,R3,14,cold,0.26610608287929066,4706,2557
11,R3_intermediate,a100_mu030_g002,R3,14,cold,0.26436177734831184,4706,2557
12,R3_intermediate,a100_mu030_g002,R3,14,cold,0.26586449577975046,4706,2557
13,R3_intermediate,a100_mu030_g002,R3,14,cold,0.2620320313024467,4706,2557
14,R3_intermediate,a100_mu030_g002,R3,14,cold,0.2677889377005811,4706,2557
15,R3_intermediate,a100_mu030_g002,R3,14,cold,0.26752907492277606,4706,2557
16,R3_intermediate,a100_mu030_g002,R3,14,cold,0.26794795055964993,4706,2557
17,R3_intermediate,a100_mu030_g002,R3,14,cold,0.2613114598001215,4706,2557
18,R3_intermediate,a100_mu030_g002,R3,14,cold,0.2677471416915318,4706,2557
19,R3_intermediate,a100_mu030_g002,R3,14,cold,0.2656797086339049,4706,2557
20,R3_intermediate,a100_mu030_g002,R3,14,cold,0.26037037600991075,4706,2557
21,R3_intermediate,a100_mu030_g002,R3,14,cold,0.26809527219759255,4706,2557
22,R3_intermediate,a100_mu030_g002,R3,14,cold,0.27065559126674926,4706,2557
23,R3_intermediate,a100_mu030_g002,R3,14,cold,0.2661536796686643,4706,2557
24,R3_intermediate,a100_mu030_g002,R3,14,cold,0.2663537244537948,4706,2557
0,R3_intermediate,a100_mu030_g002,R3,14,hot,0.2808735431280593,11085,5795
1,R3_intermediate,a100_mu030_g002,R3,14,hot,0.28542801792996714,11085,5795
2,R3_intermediate,a100_mu030_g002,R3,14,hot,0.28424996463400787,11085,5795
3,R3_intermediate,a100_mu030_g002,R3,14,hot,0.2786803799544776,11085,5795
4,R3_intermediate,a100_mu030_g002,R3,14,hot,0.2885632317282587,11085,5795
5,R3_intermediate,a100_mu030_g002,R3,14,hot,0.28217315662440123,11085,5795
6,R3_intermediate,a100_mu030_g002,R3,14,hot,0.27977622416211834,11085,5795
7,R3_intermediate,a100_mu030_g002,R3,14,hot,0.2820223625305005,11085,5795
8,R3_intermediate,a100_mu030_g002,R3,14,hot,0.2796926621686423,11085,5795
9,R3_intermediate,a100_mu030_g002,R3,14,hot,0.28206030038794805,11085,5795
10,R3_intermediate,a100_mu030_g002,R3,14,hot,0.2804973712863935,11085,5795
11,R3_intermediate,a100_mu030_g002,R3,14,hot,0.285370233103138,11085,5795
12,R3_intermediate,a100_mu030_g002,R3,14,hot,0.28101400564741225,11085,5795
13,R3_intermediate,a100_mu030_g002,R3,14,hot,0.27978710448803096,11085,5795
14,R3_intermediate,a100_mu030_g002,R3,14,hot,0.28175834614605105,11085,5795
15,R3_intermediate,a100_mu030_g002,R3,14,hot,0.27895760538447323,11085,5795
16,R3_intermediate,a100_mu030_g002,R3,14,hot,0.28127094551366133,11085,5795
17,R3_intermediate,a100_mu030_g002,R3,14,hot,0.2831135496286524,11085,5795
18,R3_intermediate,a100_mu030_g002,R3,14,hot,0.2808324540834879,11085,5795
19,R3_intermediate,a100_mu030_g002,R3,14,hot,0.2804353145423146,11085,5795
20,R3_intermediate,a100_mu030_g002,R3,14,hot,0.284385252456572,11085,5795
21,R3_intermediate,a100_mu030_g002,R3,14,hot,0.2831822451210128,11085,5795
22,R3_intermediate,a100_mu030_g002,R3,14,hot,0.2824391053347701,11085,5795
23,R3_intermediate,a100_mu030_g002,R3,14,hot,0.28180749954922035,11085,5795
24,R3_intermediate,a100_mu030_g002,R3,14,hot,0.2811923450151968,11085,5795
0,R3_intermediate,a100_mu030_g002,R3,15,cold,0.2603456295800335,5042,2934
1,R3_intermediate,a100_mu030_g002,R3,15,cold,0.260584671547331,5042,2934
2,R3_intermediate,a100_mu030_g002,R3,15,cold,0.2642072043189415,5042,2934
3,R3_intermediate,a100_mu030_g002,R3,15,cold,0.26222968932958796,5042,2934
4,R3_intermediate,a100_mu030_g002,R3,15,cold,0.2597297251529481,5042,2934
5,R3_intermediate,a100_mu030_g002,R3,15,cold,0.2622390563502287,5042,2934
6,R3_intermediate,a100_mu030_g002,R3,15,cold,0.26093496532422744,5042,2934
7,R3_intermediate,a100_mu030_g002,R3,15,cold,0.2631707251783389,5042,2934
8,R3_intermediate,a100_mu030_g002,R3,15,cold,0.26389432538858953,5042,2934
9,R3_intermediate,a100_mu030_g002,R3,15,cold,0.25901696452151357,5042,2934
10,R3_intermediate,a100_mu030_g002,R3,15,cold,0.2675204984738708,5042,2934
11,R3_intermediate,a100_mu030_g002,R3,15,cold,0.2617849553060634,5042,2934
12,R3_intermediate,a100_mu030_g002,R3,15,cold,0.262010855713142,5042,2934
13,R3_intermediate,a100_mu030_g002,R3,15,cold,0.26577382184969484,5042,2934
14,R3_intermediate,a100_mu030_g002,R3,15,cold,0.26343757338942964,5042,2934
15,R3_intermediate,a100_mu030_g002,R3,15,cold,0.26685969130770126,5042,2934
16,R3_intermediate,a100_mu030_g002,R3,15,cold,0.26534465476180685,5042,2934
17,R3_intermediate,a100_mu030_g002,R3,15,cold,0.26737742143929044,5042,2934
18,R3_intermediate,a100_mu030_g002,R3,15,cold,0.26914434006598886,5042,2934
19,R3_intermediate,a100_mu030_g002,R3,15,cold,0.26298493014406554,5042,2934
20,R3_intermediate,a100_mu030_g002,R3,15,cold,0.26156236516663856,5042,2934
21,R3_intermediate,a100_mu030_g002,R3,15,cold,0.2641008495388828,5042,2934
22,R3_intermediate,a100_mu030_g002,R3,15,cold,0.26686285661820497,5042,2934
23,R3_intermediate,a100_mu030_g002,R3,15,cold,0.25945483638387346,5042,2934
24,R3_intermediate,a100_mu030_g002,R3,15,cold,0.2615109476637644,5042,2934
0,R3_intermediate,a100_mu030_g002,R3,15,hot,0.3671580747822223,23644,7920
1,R3_intermediate,a100_mu030_g002,R3,15,hot,0.3670522860654878,23644,7920
2,R3_intermediate,a100_mu030_g002,R3,15,hot,0.36408394589811655,23644,7920
3,R3_intermediate,a100_mu030_g002,R3,15,hot,0.3651386358371955,23644,7920
4,R3_intermediate,a100_mu030_g002,R3,15,hot,0.3669485860854377,23644,7920
5,R3_intermediate,a100_mu030_g002,R3,15,hot,0.36401151839035173,23644,7920
6,R3_intermediate,a100_mu030_g002,R3,15,hot,0.3630422404009488,23644,7920
7,R3_intermediate,a100_mu030_g002,R3,15,hot,0.3654982494750403,23644,7920
8,R3_intermediate,a100_mu030_g002,R3,15,hot,0.3666072133610633,23644,7920
9,R3_intermediate,a100_mu030_g002,R3,15,hot,0.3652062538726474,23644,7920
10,R3_intermediate,a100_mu030_g002,R3,15,hot,0.3654327783660238,23644,7920
11,R3_intermediate,a100_mu030_g002,R3,15,hot,0.3677881066806128,23644,7920
12,R3_intermediate,a100_mu030_g002,R3,15,hot,0.36572360015905847,23644,7920
13,R3_intermediate,a100_mu030_g002,R3,15,hot,0.36583303018379965,23644,7920
14,R3_intermediate,a100_mu030_g002,R3,15,hot,0.36412063215136914,23644,7920
15,R3_intermediate,a100_mu030_g002,R3,15,hot,0.36628407047731204,23644,7920
16,R3_intermediate,a100_mu030_g002,R3,15,hot,0.3654908497690206,23644,7920
17,R3_intermediate,a100_mu030_g002,R3,15,hot,0.36474445162341357,23644,7920
18,R3_intermediate,a100_mu030_g002,R3,15,hot,0.3665290336045131,23644,7920
19,R3_intermediate,a100_mu030_g002,R3,15,hot,0.3651907226803587,23644,7920
20,R3_intermediate,a100_mu030_g002,R3,15,hot,0.36536716631509697,23644,7920
21,R3_intermediate,a100_mu030_g002,R3,15,hot,0.36317007670743257,23644,7920
22,R3_intermediate,a100_mu030_g002,R3,15,hot,0.36391240892508153,23644,7920
23,R3_intermediate,a100_mu030_g002,R3,15,hot,0.36425909053256983,23644,7920
24,R3_intermediate,a100_mu030_g002,R3,15,hot,0.3651801877830908,23644,7920
0,R3_intermediate,a100_mu030_g002,R3,16,cold,0.27147987014939956,5155,2716
1,R3_intermediate,a100_mu030_g002,R3,16,cold,0.2670261936613751,5155,2716
2,R3_intermediate,a100_mu030_g002,R3,16,cold,0.27514491650313155,5155,2716
3,R3_intermediate,a100_mu030_g002,R3,16,cold,0.27290990909706087,5155,2716
4,R3_intermediate,a100_mu030_g002,R3,16,cold,0.26920602280410433,5155,2716
5,R3_intermediate,a100_mu030_g002,R3,16,cold,0.27147038193462414,5155,2716
6,R3_intermediate,a100_mu030_g002,R3,16,cold,0.2694292134643002,5155,2716
7,R3_intermediate,a100_mu030_g002,R3,16,cold,0.26786186362303477,5155,2716
8,R3_intermediate,a100_mu030_g002,R3,16,cold,0.2695348555252295,5155,2716
9,R3_intermediate,a100_mu030_g002,R3,16,cold,0.2684705560250019,5155,2716
10,R3_intermediate,a100_mu030_g002,R3,16,cold,0.26877875961473396,5155,2716
11,R3_intermediate,a100_mu030_g002,R3,16,cold,0.27088251964878857,5155,2716
12,R3_intermediate,a100_mu030_g002,R3,16,cold,0.26793626050976665,5155,2716
13,R3_intermediate,a100_mu030_g002,R3,16,cold,0.2684241610839179,5155,2716
14,R3_intermediate,a100_mu030_g002,R3,16,cold,0.2732600765650638,5155,2716
15,R3_intermediate,a100_mu030_g002,R3,16,cold,0.26986971200477505,5155,2716
16,R3_intermediate,a100_mu030_g002,R3,16,cold,0.2716619240052123,5155,2716
17,R3_intermediate,a100_mu030_g002,R3,16,cold,0.26901881202692673,5155,2716
18,R3_intermediate,a100_mu030_g002,R3,16,cold,0.27233399383569684,5155,2716
19,R3_intermediate,a100_mu030_g002,R3,16,cold,0.2699706200798502,5155,2716
20,R3_intermediate,a100_mu030_g002,R3,16,cold,0.26739660636546136,5155,2716
21,R3_intermediate,a100_mu030_g002,R3,16,cold,0.27141645295771455,5155,2716
22,R3_intermediate,a100_mu030_g002,R3,16,cold,0.2692208096417151,5155,2716
23,R3_intermediate,a100_mu030_g002,R3,16,cold,0.2706442009107066,5155,2716
24,R3_intermediate,a100_mu030_g002,R3,16,cold,0.27123578936683734,5155,2716
0,R3_intermediate,a100_mu030_g002,R3,16,hot,0.2817751256091105,11199,5768
1,R3_intermediate,a100_mu030_g002,R3,16,hot,0.2821769113233962,11199,5768
2,R3_intermediate,a100_mu030_g002,R3,16,hot,0.2822394113233962,11199,5768
3,R3_intermediate,a100_mu030_g002,R3,16,hot,0.2824157506091105,11199,5768
4,R3_intermediate,a100_mu030_g002,R3,16,hot,0.28386441132339624,11199,5768
5,R3_intermediate,a100_mu030_g002,R3,16,hot,0.28117914346625333,11199,5768
6,R3_intermediate,a100_mu030_g002,R3,16,hot,0.28573494703768193,11199,5768
7,R3_intermediate,a100_mu030_g002,R3,16,hot,0.2819425363233962,11199,5768
8,R3_intermediate,a100_mu030_g002,R3,16,hot,0.2871345006091105,11199,5768
9,R3_intermediate,a100_mu030_g002,R3,16,hot,0.28374833989482473,11199,5768
10,R3_intermediate,a100_mu030_g002,R3,16,hot,0.2854380720376819,11199,5768
11,R3_intermediate,a100_mu030_g002,R3,16,hot,0.2845407506091105,11199,5768
12,R3_intermediate,a100_mu030_g002,R3,16,hot,0.2813130720376819,11199,5768
13,R3_intermediate,a100_mu030_g002,R3,16,hot,0.28494476846625333,11199,5768
14,R3_intermediate,a100_mu030_g002,R3,16,hot,0.28414789346625335,11199,5768
15,R3_intermediate,a100_mu030_g002,R3,16,hot,0.2864202148948248,11199,5768
16,R3_intermediate,a100_mu030_g002,R3,16,hot,0.2856233398948248,11199,5768
17,R3_intermediate,a100_mu030_g002,R3,16,hot,0.2862215541805391,11199,5768
18,R3_intermediate,a100_mu030_g002,R3,16,hot,0.28162110775196764,11199,5768
19,R3_intermediate,a100_mu030_g002,R3,16,hot,0.2848175363233962,11199,5768
20,R3_intermediate,a100_mu030_g002,R3,16,hot,0.2835474470376819,11199,5768
21,R3_intermediate,a100_mu030_g002,R3,16,hot,0.28322155418053907,11199,5768
22,R3_intermediate,a100_mu030_g002,R3,16,hot,0.2875809291805391,11199,5768
23,R3_intermediate,a100_mu030_g002,R3,16,hot,0.28597601846625337,11199,5768
24,R3_intermediate,a100_mu030_g002,R3,16,hot,0.28302958989482474,11199,5768
0,R3_intermediate,a100_mu030_g002,R3,17,cold,0.25892897187232095,4461,2749
1,R3_intermediate,a100_mu030_g002,R3,17,cold,0.2622588167130221,4461,2749
2,R3_intermediate,a100_mu030_g002,R3,17,cold,0.2554562076765072,4461,2749
3,R3_intermediate,a100_mu030_g002,R3,17,cold,0.25168276647956933,4461,2749
4,R3_intermediate,a100_mu030_g002,R3,17,cold,0.2578495285663075,4461,2749
5,R3_intermediate,a100_mu030_g002,R3,17,cold,0.25400350120322396,4461,2749
6,R3_intermediate,a100_mu030_g002,R3,17,cold,0.255350659798938,4461,2749
7,R3_intermediate,a100_mu030_g002,R3,17,cold,0.26306595876977995,4461,2749
8,R3_intermediate,a100_mu030_g002,R3,17,cold,0.2548658204758824,4461,2749
9,R3_intermediate,a100_mu030_g002,R3,17,cold,0.2595274744845605,4461,2749
10,R3_intermediate,a100_mu030_g002,R3,17,cold,0.25571510902706274,4461,2749
11,R3_intermediate,a100_mu030_g002,R3,17,cold,0.25853054164133843,4461,2749
12,R3_intermediate,a100_mu030_g002,R3,17,cold,0.25459453389765535,4461,2749
13,R3_intermediate,a100_mu030_g002,R3,17,cold,0.25336320266330875,4461,2749
14,R3_intermediate,a100_mu030_g002,R3,17,cold,0.2589390067450704,4461,2749
15,R3_intermediate,a100_mu030_g002,R3,17,cold,0.26211274482160296,4461,2749
16,R3_intermediate,a100_mu030_g002,R3,17,cold,0.25700793786414233,4461,2749
17,R3_intermediate,a100_mu030_g002,R3,17,cold,0.25892839289914804,4461,2749
18,R3_intermediate,a100_mu030_g002,R3,17,cold,0.25281962919345524,4461,2749
19,R3_intermediate,a100_mu030_g002,R3,17,cold,0.25553383081731434,4461,2749
20,R3_intermediate,a100_mu030_g002,R3,17,cold,0.25384728995540007,4461,2749
21,R3_intermediate,a100_mu030_g002,R3,17,cold,0.2536802091075393,4461,2749
22,R3_intermediate,a100_mu030_g002,R3,17,cold,0.25871105368066344,4461,2749
23,R3_intermediate,a100_mu030_g002,R3,17,cold,0.2565380706031094,4461,2749
24,R3_intermediate,a100_mu030_g002,R3,17,cold,0.2590868162573421,4461,2749
0,R3_intermediate,a100_mu030_g002,R3,17,hot,0.3625393709693005,23059,7814
1,R3_intermediate,a100_mu030_g002,R3,17,hot,0.36104622585191426,23059,7814
2,R3_intermediate,a100_mu030_g002,R3,17,hot,0.363566115618118,23059,7814
3,R3_intermediate,a100_mu030_g002,R3,17,hot,0.3610931061904251,23059,7814
4,R3_intermediate,a100_mu030_g002,R3,17,hot,0.360355673631657,23059,7814
5,R3_intermediate,a100_mu030_g002,R3,17,hot,0.36132750318978313,23059,7814
6,R3_intermediate,a100_mu030_g002,R3,17,hot,0.36203270756909856,23059,7814
7,R3_intermediate,a100_mu030_g002,R3,17,hot,0.3619834008480659,23059,7814
8,R3_intermediate,a100_mu030_g002,R3,17,hot,0.36287335759556816,23059,7814
9,R3_intermediate,a100_mu030_g002,R3,17,hot,0.36249705241765845,23059,7814
10,R3_intermediate,a100_mu030_g002,R3,17,hot,0.3619411573875657,23059,7814
11,R3_intermediate,a100_mu030_g002,R3,17,hot,0.36100215204483094,23059,7814
12,R3_intermediate,a100_mu030_g002,R3,17,hot,0.36227910507156713,23059,7814
13,R3_intermediate,a100_mu030_g002,R3,17,hot,0.36227596532319756,23059,7814
14,R3_intermediate,a100_mu030_g002,R3,17,hot,0.36229222724860954,23059,7814
15,R3_intermediate,a100_mu030_g002,R3,17,hot,0.3614617849242383,23059,7814
16,R3_intermediate,a100_mu030_g002,R3,17,hot,0.3613297089920756,23059,7814
17,R3_intermediate,a100_mu030_g002,R3,17,hot,0.36151599134227824,23059,7814
18,R3_intermediate,a100_mu030_g002,R3,17,hot,0.36172201327640074,23059,7814
19,R3_intermediate,a100_mu030_g002,R3,17,hot,0.36371019205339133,23059,7814
20,R3_intermediate,a100_mu030_g002,R3,17,hot,0.36324947504562316,23059,7814
21,R3_intermediate,a100_mu030_g002,R3,17,hot,0.3613058206225672,23059,7814
22,R3_intermediate,a100_mu030_g002,R3,17,hot,0.36217192654613195,23059,7814
23,R3_intermediate,a100_mu030_g002,R3,17,hot,0.3615385703100003,23059,7814
24,R3_intermediate,a100_mu030_g002,R3,17,hot,0.3606062199197141,23059,7814
0,R3_intermediate,a100_mu030_g002,R3,18,cold,0.271057259756209,4914,2651
1,R3_intermediate,a100_mu030_g002,R3,18,cold,0.2651692562689883,4914,2651
2,R3_intermediate,a100_mu030_g002,R3,18,cold,0.26744099419260076,4914,2651
3,R3_intermediate,a100_mu030_g002,R3,18,cold,0.27157743307964755,4914,2651
4,R3_intermediate,a100_mu030_g002,R3,18,cold,0.2655009976713001,4914,2651
5,R3_intermediate,a100_mu030_g002,R3,18,cold,0.2653972169667031,4914,2651
6,R3_intermediate,a100_mu030_g002,R3,18,cold,0.26467144386461805,4914,2651
7,R3_intermediate,a100_mu030_g002,R3,18,cold,0.26859623284315615,4914,2651
8,R3_intermediate,a100_mu030_g002,R3,18,cold,0.26567028375096385,4914,2651
9,R3_intermediate,a100_mu030_g002,R3,18,cold,0.26332811954632906,4914,2651
10,R3_intermediate,a100_mu030_g002,R3,18,cold,0.266283673071808,4914,2651
11,R3_intermediate,a100_mu030_g002,R3,18,cold,0.2595041899794648,4914,2651
12,R3_intermediate,a100_mu030_g002,R3,18,cold,0.26623631307379286,4914,2651
13,R3_intermediate,a100_mu030_g002,R3,18,cold,0.26795474833828054,4914,2651
14,R3_intermediate,a100_mu030_g002,R3,18,cold,0.26624663952265987,4914,2651
15,R3_intermediate,a100_mu030_g002,R3,18,cold,0.2678164699636352,4914,2651
16,R3_intermediate,a100_mu030_g002,R3,18,cold,0.2633112561251285,4914,2651
17,R3_intermediate,a100_mu030_g002,R3,18,cold,0.2622893631262115,4914,2651
18,R3_intermediate,a100_mu030_g002,R3,18,cold,0.26863249101578135,4914,2651
19,R3_intermediate,a100_mu030_g002,R3,18,cold,0.26476713566589005,4914,2651
20,R3_intermediate,a100_mu030_g002,R3,18,cold,0.2699838833225926,4914,2651
21,R3_intermediate,a100_mu030_g002,R3,18,cold,0.2627574718741629,4914,2651
22,R3_intermediate,a100_mu030_g002,R3,18,cold,0.26940661346499617,4914,2651
23,R3_intermediate,a100_mu030_g002,R3,18,cold,0.27149319460778903,4914,2651
24,R3_intermediate,a100_mu030_g002,R3,18,cold,0.2640124003741091,4914,2651
0,R3_intermediate,a100_mu030_g002,R3,18,hot,0.28512114401978617,11522,5936
1,R3_intermediate,a100_mu030_g002,R3,18,hot,0.28385315810255507,11522,5936
2,R3_intermediate,a100_mu030_g002,R3,18,hot,0.29049062326813796,11522,5936
3,R3_intermediate,a100_mu030_g002,R3,18,hot,0.2830842840237653,11522,5936
4,R3_intermediate,a100_mu030_g002,R3,18,hot,0.2849675199404696,11522,5936
5,R3_intermediate,a100_mu030_g002,R3,18,hot,0.2814714604371966,11522,5936
6,R3_intermediate,a100_mu030_g002,R3,18,hot,0.28471617834296137,11522,5936
7,R3_intermediate,a100_mu030_g002,R3,18,hot,0.28416500337753453,11522,5936
8,R3_intermediate,a100_mu030_g002,R3,18,hot,0.2842805583822882,11522,5936
9,R3_intermediate,a100_mu030_g002,R3,18,hot,0.28120004522357206,11522,5936
10,R3_intermediate,a100_mu030_g002,R3,18,hot,0.28415863665919233,11522,5936
11,R3_intermediate,a100_mu030_g002,R3,18,hot,0.28570237129572484,11522,5936
12,R3_intermediate,a100_mu030_g002,R3,18,hot,0.2815653442152458,11522,5936
13,R3_intermediate,a100_mu030_g002,R3,18,hot,0.2817476053203056,11522,5936
14,R3_intermediate,a100_mu030_g002,R3,18,hot,0.290318632697051,11522,5936
15,R3_intermediate,a100_mu030_g002,R3,18,hot,0.2806548717479442,11522,5936
16,R3_intermediate,a100_mu030_g002,R3,18,hot,0.28408322444728035,11522,5936
17,R3_intermediate,a100_mu030_g002,R3,18,hot,0.28140333419876346,11522,5936
18,R3_intermediate,a100_mu030_g002,R3,18,hot,0.283178793247499,11522,5936
19,R3_intermediate,a100_mu030_g002,R3,18,hot,0.28355926799034137,11522,5936
20,R3_intermediate,a100_mu030_g002,R3,18,hot,0.2832404359480236,11522,5936
21,R3_intermediate,a100_mu030_g002,R3,18,hot,0.282416870811696,11522,5936
22,R3_intermediate,a100_mu030_g002,R3,18,hot,0.284057779552785,11522,5936
23,R3_intermediate,a100_mu030_g002,R3,18,hot,0.28233740982207645,11522,5936
24,R3_intermediate,a100_mu030_g002,R3,18,hot,0.2849779796064043,11522,5936
0,R3_intermediate,a100_mu030_g002,R3,19,cold,0.264013714526093,4587,2768
