predictor,permutation,null_mutual_information_bits,observed_mutual_information_bits
force-loop activation,2016,0.002011364128333947,0.28660385956081846
force-loop activation,2017,0.015274200329387814,0.28660385956081846
force-loop activation,2018,0.020725303519284356,0.28660385956081846
force-loop activation,2019,0.025694087073992573,0.28660385956081846
force-loop activation,2020,0.0063441766279560274,0.28660385956081846
force-loop activation,2021,0.02685512764708098,0.28660385956081846
force-loop activation,2022,0.011270843074738978,0.28660385956081846
force-loop activation,2023,0.027828693151666518,0.28660385956081846
force-loop activation,2024,0.011270843074738978,0.28660385956081846
force-loop activation,2025,0.047381576014964975,0.28660385956081846
force-loop activation,2026,0.004022728256667894,0.28660385956081846
force-loop activation,2027,0.0063441766279560274,0.28660385956081846
force-loop activation,2028,0.013592291446027112,0.28660385956081846
force-loop activation,2029,0.03761260884118514,0.28660385956081846
force-loop activation,2030,0.0371599116468719,0.28660385956081846
force-loop activation,2031,0.054382216317381445,0.28660385956081846
force-loop activation,2032,0.0063441766279560274,0.28660385956081846
force-loop activation,2033,0.023415388585518383,0.28660385956081846
force-loop activation,2034,0.013592291446027112,0.28660385956081846
force-loop activation,2035,0.036451568268096736,0.28660385956081846
force-loop activation,2036,0.008355540756289975,0.28660385956081846
force-loop activation,2037,0.0063441766279560274,0.28660385956081846
force-loop activation,2038,0.06280686905729997,0.28660385956081846
force-loop activation,2039,0.023415388585518383,0.28660385956081846
force-loop activation,2040,0.020725303519284356,0.28660385956081846
force-loop activation,2041,0.01728556445772176,0.28660385956081846
force-loop activation,2042,0.02899709186898781,0.28660385956081846
force-loop activation,2043,0.015603655574361058,0.28660385956081846
force-loop activation,2044,0.008355540756289975,0.28660385956081846
force-loop activation,2045,0.03230623083697752,0.28660385956081846
force-loop activation,2046,0.015274200329387814,0.28660385956081846
force-loop activation,2047,0.036451568268096736,0.28660385956081846
force-loop activation,2048,0.02947142058505457,0.28660385956081846
force-loop activation,2049,0.02947142058505457,0.28660385956081846
force-loop activation,2050,0.002011364128333947,0.28660385956081846
force-loop activation,2051,0.03644018818519924,0.28660385956081846
force-loop activation,2052,0.004022728256667894,0.28660385956081846
force-loop activation,2053,0.0063441766279560274,0.28660385956081846
force-loop activation,2054,0.03761260884118514,0.28660385956081846
force-loop activation,2055,0.02490525162869136,0.28660385956081846
force-loop activation,2056,0.033279796341563056,0.28660385956081846
force-loop activation,2057,0.049714404469150604,0.28660385956081846
force-loop activation,2058,0.010152552384464518,0.28660385956081846
force-loop activation,2059,0.010152552384464518,0.28660385956081846
force-loop activation,2060,0.027705451202326523,0.28660385956081846
force-loop activation,2061,0.013592291446027112,0.28660385956081846
force-loop activation,2062,0.020572439129069277,0.28660385956081846
force-loop activation,2063,0.019082576085896304,0.28660385956081846
force-loop activation,2064,0.004022728256667894,0.28660385956081846
force-loop activation,2065,0.01628237651226114,0.28660385956081846
force-loop activation,2066,0.010152552384464518,0.28660385956081846
force-loop activation,2067,0.01728556445772176,0.28660385956081846
force-loop activation,2068,0.015603655574361058,0.28660385956081846
force-loop activation,2069,0.040784380767718814,0.28660385956081846
force-loop activation,2070,0.010152552384464518,0.28660385956081846
force-loop activation,2071,0.005819739884842436,0.28660385956081846
force-loop activation,2072,0.005819739884842436,0.28660385956081846
force-loop activation,2073,0.040784380767718814,0.28660385956081846
force-loop activation,2074,0.0063441766279560274,0.28660385956081846
force-loop activation,2075,0.008355540756289975,0.28660385956081846
force-loop activation,2076,0.026031681523491973,0.28660385956081846
force-loop activation,2077,0.04740206863433928,0.28660385956081846
force-loop activation,2078,0.06157879627063173,0.28660385956081846
force-loop activation,2079,0.010152552384464518,0.28660385956081846
force-loop activation,2080,0.027705451202326523,0.28660385956081846
force-loop activation,2081,0.027828693151666518,0.28660385956081846
force-loop activation,2082,0.007831104013176384,0.28660385956081846
force-loop activation,2083,0.010152552384464518,0.28660385956081846
force-loop activation,2084,0.002011364128333947,0.28660385956081846
force-loop activation,2085,0.010152552384464518,0.28660385956081846
force-loop activation,2086,0.020572439129069277,0.28660385956081846
force-loop activation,2087,0.015274200329387814,0.28660385956081846
force-loop activation,2088,0.023415388585518383,0.28660385956081846
force-loop activation,2089,0.0471976693793034,0.28660385956081846
force-loop activation,2090,0.047381576014964975,0.28660385956081846
force-loop activation,2091,0.010152552384464518,0.28660385956081846
force-loop activation,2092,0.010152552384464518,0.28660385956081846
force-loop activation,2093,0.02490525162869136,0.28660385956081846
force-loop activation,2094,0.029840057280000463,0.28660385956081846
force-loop activation,2095,0.010152552384464518,0.28660385956081846
force-loop activation,2096,0.03565135273989802,0.28660385956081846
force-loop activation,2097,0.011270843074738978,0.28660385956081846
force-loop activation,2098,0.013592291446027112,0.28660385956081846
force-loop activation,2099,0.010152552384464518,0.28660385956081846
force-loop activation,2100,0.030026899573614655,0.28660385956081846
force-loop activation,2101,0.002011364128333947,0.28660385956081846
force-loop activation,2102,0.036451568268096736,0.28660385956081846
force-loop activation,2103,0.010152552384464518,0.28660385956081846
force-loop activation,2104,0.0063441766279560274,0.28660385956081846
force-loop activation,2105,0.010152552384464518,0.28660385956081846
force-loop activation,2106,0.002011364128333947,0.28660385956081846
force-loop activation,2107,0.002011364128333947,0.28660385956081846
force-loop activation,2108,0.013960928140973007,0.28660385956081846
force-loop activation,2109,0.015603655574361058,0.28660385956081846
force-loop activation,2110,0.015603655574361058,0.28660385956081846
force-loop activation,2111,0.0063441766279560274,0.28660385956081846
force-loop activation,2112,0.04286485687968132,0.28660385956081846
force-loop activation,2113,0.03230623083697752,0.28660385956081846
force-loop activation,2114,0.0063441766279560274,0.28660385956081846
force-loop activation,2115,0.036451568268096736,0.28660385956081846
force-loop activation,2116,0.02899709186898781,0.28660385956081846
force-loop activation,2117,0.004022728256667894,0.28660385956081846
force-loop activation,2118,0.02490525162869136,0.28660385956081846
force-loop activation,2119,0.02899709186898781,0.28660385956081846
force-loop activation,2120,0.00814118825613057,0.28660385956081846
force-loop activation,2121,0.03230623083697752,0.28660385956081846
force-loop activation,2122,0.031318540240275944,0.28660385956081846
force-loop activation,2123,0.020572439129069277,0.28660385956081846
force-loop activation,2124,0.049714404469150604,0.28660385956081846
force-loop activation,2125,0.013960928140973007,0.28660385956081846
force-loop activation,2126,0.02685512764708098,0.28660385956081846
force-loop activation,2127,0.004022728256667894,0.28660385956081846
force-loop activation,2128,0.01728556445772176,0.28660385956081846
force-loop activation,2129,0.004022728256667894,0.28660385956081846
force-loop activation,2130,0.005819739884842436,0.28660385956081846
force-loop activation,2131,0.020725303519284356,0.28660385956081846
force-loop activation,2132,0.015274200329387814,0.28660385956081846
force-loop activation,2133,0.02490525162869136,0.28660385956081846
force-loop activation,2134,0.02685512764708098,0.28660385956081846
force-loop activation,2135,0.004022728256667894,0.28660385956081846
force-loop activation,2136,0.02947142058505457,0.28660385956081846
force-loop activation,2137,0.013592291446027112,0.28660385956081846
force-loop activation,2138,0.005819739884842436,0.28660385956081846
force-loop activation,2139,0.020725303519284356,0.28660385956081846
force-loop activation,2140,0.02685512764708098,0.28660385956081846
force-loop activation,2141,0.019082576085896304,0.28660385956081846
force-loop activation,2142,0.0,0.28660385956081846
force-loop activation,2143,0.019082576085896304,0.28660385956081846
force-loop activation,2144,0.004022728256667894,0.28660385956081846
force-loop activation,2145,0.015274200329387814,0.28660385956081846
force-loop activation,2146,0.033279796341563056,0.28660385956081846
force-loop activation,2147,0.005819739884842436,0.28660385956081846
force-loop activation,2148,0.043573200258456485,0.28660385956081846
force-loop activation,2149,0.025058116018906434,0.28660385956081846
force-loop activation,2150,0.05612769308073519,0.28660385956081846
force-loop activation,2151,0.0063441766279560274,0.28660385956081846
force-loop activation,2152,0.07493498190423709,0.28660385956081846
force-loop activation,2153,0.01728556445772176,0.28660385956081846
force-loop activation,2154,0.010152552384464518,0.28660385956081846
force-loop activation,2155,0.014485364884086598,0.28660385956081846
force-loop activation,2156,0.0387308995314596,0.28660385956081846
force-loop activation,2157,0.008355540756289975,0.28660385956081846
force-loop activation,2158,0.02490525162869136,0.28660385956081846
force-loop activation,2159,0.036451568268096736,0.28660385956081846
force-loop activation,2160,0.00814118825613057,0.28660385956081846
force-loop activation,2161,0.010152552384464518,0.28660385956081846
force-loop activation,2162,0.013592291446027112,0.28660385956081846
force-loop activation,2163,0.002011364128333947,0.28660385956081846
force-loop activation,2164,0.010152552384464518,0.28660385956081846
force-loop activation,2165,0.05877859669699657,0.28660385956081846
force-loop activation,2166,0.013592291446027112,0.28660385956081846
force-loop activation,2167,0.025694087073992573,0.28660385956081846
force-loop activation,2168,0.047381576014964975,0.28660385956081846
force-loop activation,2169,0.021733479702157683,0.28660385956081846
force-loop activation,2170,0.020725303519284356,0.28660385956081846
force-loop activation,2171,0.031318540240275944,0.28660385956081846
force-loop activation,2172,0.017925103945649192,0.28660385956081846
force-loop activation,2173,0.01728556445772176,0.28660385956081846
force-loop activation,2174,0.0063441766279560274,0.28660385956081846
force-loop activation,2175,0.015603655574361058,0.28660385956081846
force-loop activation,2176,0.020572439129069277,0.28660385956081846
force-loop activation,2177,0.026031681523491973,0.28660385956081846
force-loop activation,2178,0.011270843074738978,0.28660385956081846
force-loop activation,2179,0.005819739884842436,0.28660385956081846
force-loop activation,2180,0.07728401076726928,0.28660385956081846
force-loop activation,2181,0.011270843074738978,0.28660385956081846
force-loop activation,2182,0.026031681523491973,0.28660385956081846
force-loop activation,2183,0.005819739884842436,0.28660385956081846
force-loop activation,2184,0.020725303519284356,0.28660385956081846
force-loop activation,2185,0.00814118825613057,0.28660385956081846
force-loop activation,2186,0.02685512764708098,0.28660385956081846
force-loop activation,2187,0.02685512764708098,0.28660385956081846
force-loop activation,2188,0.020725303519284356,0.28660385956081846
force-loop activation,2189,0.015603655574361058,0.28660385956081846
force-loop activation,2190,0.015274200329387814,0.28660385956081846
force-loop activation,2191,0.002011364128333947,0.28660385956081846
force-loop activation,2192,0.024533679275792846,0.28660385956081846
force-loop activation,2193,0.013960928140973007,0.28660385956081846
force-loop activation,2194,0.0063441766279560274,0.28660385956081846
force-loop activation,2195,0.01728556445772176,0.28660385956081846
force-loop activation,2196,0.01628237651226114,0.28660385956081846
force-loop activation,2197,0.033279796341563056,0.28660385956081846
force-loop activation,2198,0.00814118825613057,0.28660385956081846
force-loop activation,2199,0.007831104013176384,0.28660385956081846
force-loop activation,2200,0.019082576085896304,0.28660385956081846
force-loop activation,2201,0.024533679275792846,0.28660385956081846
force-loop activation,2202,0.013592291446027112,0.28660385956081846
force-loop activation,2203,0.0471976693793034,0.28660385956081846
force-loop activation,2204,0.027705451202326523,0.28660385956081846
force-loop activation,2205,0.002011364128333947,0.28660385956081846
force-loop activation,2206,0.020725303519284356,0.28660385956081846
force-loop activation,2207,0.005819739884842436,0.28660385956081846
force-loop activation,2208,0.041052347902747734,0.28660385956081846
force-loop activation,2209,0.005819739884842436,0.28660385956081846
force-loop activation,2210,0.010152552384464518,0.28660385956081846
force-loop activation,2211,0.01728556445772176,0.28660385956081846
force-loop activation,2212,0.015274200329387814,0.28660385956081846
force-loop activation,2213,0.0063441766279560274,0.28660385956081846
force-loop activation,2214,0.019082576085896304,0.28660385956081846
force-loop activation,2215,0.011270843074738978,0.28660385956081846
force-loop activation,2216,0.020725303519284356,0.28660385956081846
force-loop activation,2217,0.02685512764708098,0.28660385956081846
force-loop activation,2218,0.020572439129069277,0.28660385956081846
force-loop activation,2219,0.027705451202326523,0.28660385956081846
force-loop activation,2220,0.03761260884118514,0.28660385956081846
force-loop activation,2221,0.015274200329387814,0.28660385956081846
force-loop activation,2222,0.005819739884842436,0.28660385956081846
force-loop activation,2223,0.027705451202326523,0.28660385956081846
force-loop activation,2224,0.023415388585518383,0.28660385956081846
force-loop activation,2225,0.043573200258456485,0.28660385956081846
force-loop activation,2226,0.004022728256667894,0.28660385956081846
force-loop activation,2227,0.008355540756289975,0.28660385956081846
force-loop activation,2228,0.01628237651226114,0.28660385956081846
force-loop activation,2229,0.031482784713388515,0.28660385956081846
force-loop activation,2230,0.038451552313533185,0.28660385956081846
force-loop activation,2231,0.03398813972033822,0.28660385956081846
force-loop activation,2232,0.010152552384464518,0.28660385956081846
force-loop activation,2233,0.00814118825613057,0.28660385956081846
force-loop activation,2234,0.020725303519284356,0.28660385956081846
force-loop activation,2235,0.046542632542616924,0.28660385956081846
force-loop activation,2236,0.023415388585518383,0.28660385956081846
force-loop activation,2237,0.013592291446027112,0.28660385956081846
force-loop activation,2238,0.02490525162869136,0.28660385956081846
force-loop activation,2239,0.023415388585518383,0.28660385956081846
force-loop activation,2240,0.020572439129069277,0.28660385956081846
force-loop activation,2241,0.013592291446027112,0.28660385956081846
force-loop activation,2242,0.007831104013176384,0.28660385956081846
force-loop activation,2243,0.07088039232496203,0.28660385956081846
force-loop activation,2244,0.0809084798881162,0.28660385956081846
force-loop activation,2245,0.010152552384464518,0.28660385956081846
force-loop activation,2246,0.043925404289560085,0.28660385956081846
force-loop activation,2247,0.00814118825613057,0.28660385956081846
force-loop activation,2248,0.020725303519284356,0.28660385956081846
force-loop activation,2249,0.041052347902747734,0.28660385956081846
force-loop activation,2250,0.005819739884842436,0.28660385956081846
force-loop activation,2251,0.005819739884842436,0.28660385956081846
force-loop activation,2252,0.020572439129069277,0.28660385956081846
force-loop activation,2253,0.02685512764708098,0.28660385956081846
force-loop activation,2254,0.02423466989531743,0.28660385956081846
force-loop activation,2255,0.010152552384464518,0.28660385956081846
force-loop activation,2256,0.00814118825613057,0.28660385956081846
force-loop activation,2257,0.0063441766279560274,0.28660385956081846
force-loop activation,2258,0.004022728256667894,0.28660385956081846
force-loop activation,2259,0.014485364884086598,0.28660385956081846
force-loop activation,2260,0.010152552384464518,0.28660385956081846
force-loop activation,2261,0.025694087073992573,0.28660385956081846
force-loop activation,2262,0.029840057280000463,0.28660385956081846
force-loop activation,2263,0.02685512764708098,0.28660385956081846
force-loop activation,2264,0.015274200329387814,0.28660385956081846
force-loop activation,2265,0.020725303519284356,0.28660385956081846
force-loop activation,2266,0.015603655574361058,0.28660385956081846
force-loop activation,2267,0.03761260884118514,0.28660385956081846
force-loop activation,2268,0.018713939390950406,0.28660385956081846
force-loop activation,2269,0.0480324955857899,0.28660385956081846
force-loop activation,2270,0.025694087073992573,0.28660385956081846
force-loop activation,2271,0.03398813972033822,0.28660385956081846
force-loop activation,2272,0.005819739884842436,0.28660385956081846
force-loop activation,2273,0.01628237651226114,0.28660385956081846
force-loop activation,2274,0.062125981799875676,0.28660385956081846
force-loop activation,2275,0.042581392395893355,0.28660385956081846
force-loop activation,2276,0.010152552384464518,0.28660385956081846
force-loop activation,2277,0.042581392395893355,0.28660385956081846
force-loop activation,2278,0.027705451202326523,0.28660385956081846
force-loop activation,2279,0.01347718870121327,0.28660385956081846
force-loop activation,2280,0.017925103945649192,0.28660385956081846
force-loop activation,2281,0.03411873981391111,0.28660385956081846
force-loop activation,2282,0.005819739884842436,0.28660385956081846
force-loop activation,2283,0.007831104013176384,0.28660385956081846
force-loop activation,2284,0.005819739884842436,0.28660385956081846
force-loop activation,2285,0.010152552384464518,0.28660385956081846
force-loop activation,2286,0.031482784713388515,0.28660385956081846
force-loop activation,2287,0.0063441766279560274,0.28660385956081846
force-loop activation,2288,0.010152552384464518,0.28660385956081846
force-loop activation,2289,0.038451552313533185,0.28660385956081846
force-loop activation,2290,0.00814118825613057,0.28660385956081846
force-loop activation,2291,0.02685512764708098,0.28660385956081846
force-loop activation,2292,0.024533679275792846,0.28660385956081846
force-loop activation,2293,0.0480324955857899,0.28660385956081846
force-loop activation,2294,0.01628237651226114,0.28660385956081846
force-loop activation,2295,0.047381576014964975,0.28660385956081846
force-loop activation,2296,0.02685512764708098,0.28660385956081846
force-loop activation,2297,0.013592291446027112,0.28660385956081846
force-loop activation,2298,0.010152552384464518,0.28660385956081846
force-loop activation,2299,0.015274200329387814,0.28660385956081846
force-loop activation,2300,0.013592291446027112,0.28660385956081846
force-loop activation,2301,0.031318540240275944,0.28660385956081846
force-loop activation,2302,0.019082576085896304,0.28660385956081846
force-loop activation,2303,0.010152552384464518,0.28660385956081846
force-loop activation,2304,0.033279796341563056,0.28660385956081846
force-loop activation,2305,0.06913491556160829,0.28660385956081846
force-loop activation,2306,0.005819739884842436,0.28660385956081846
force-loop activation,2307,0.023415388585518383,0.28660385956081846
force-loop activation,2308,0.010152552384464518,0.28660385956081846
force-loop activation,2309,0.027705451202326523,0.28660385956081846
force-loop activation,2310,0.018713939390950406,0.28660385956081846
force-loop activation,2311,0.03398813972033822,0.28660385956081846
force-loop activation,2312,0.013960928140973007,0.28660385956081846
force-loop activation,2313,0.004022728256667894,0.28660385956081846
force-loop activation,2314,0.013960928140973007,0.28660385956081846
force-loop activation,2315,0.01728556445772176,0.28660385956081846
force-loop activation,2316,0.03383527533012314,0.28660385956081846
force-loop activation,2317,0.021733479702157683,0.28660385956081846
force-loop activation,2318,0.015274200329387814,0.28660385956081846
force-loop activation,2319,0.011270843074738978,0.28660385956081846
force-loop activation,2320,0.008355540756289975,0.28660385956081846
force-loop activation,2321,0.033279796341563056,0.28660385956081846
force-loop activation,2322,0.04624685266084822,0.28660385956081846
force-loop activation,2323,0.025694087073992573,0.28660385956081846
force-loop activation,2324,0.010152552384464518,0.28660385956081846
force-loop activation,2325,0.027705451202326523,0.28660385956081846
force-loop activation,2326,0.015603655574361058,0.28660385956081846
force-loop activation,2327,0.015603655574361058,0.28660385956081846
force-loop activation,2328,0.02685512764708098,0.28660385956081846
force-loop activation,2329,0.010152552384464518,0.28660385956081846
force-loop activation,2330,0.020725303519284356,0.28660385956081846
force-loop activation,2331,0.015603655574361058,0.28660385956081846
force-loop activation,2332,0.004022728256667894,0.28660385956081846
force-loop activation,2333,0.015603655574361058,0.28660385956081846
force-loop activation,2334,0.02685512764708098,0.28660385956081846
force-loop activation,2335,0.031318540240275944,0.28660385956081846
force-loop activation,2336,0.03644018818519924,0.28660385956081846
force-loop activation,2337,0.03383527533012314,0.28660385956081846
force-loop activation,2338,0.02685512764708098,0.28660385956081846
force-loop activation,2339,0.015603655574361058,0.28660385956081846
force-loop activation,2340,0.017925103945649192,0.28660385956081846
force-loop activation,2341,0.015274200329387814,0.28660385956081846
force-loop activation,2342,0.024533679275792846,0.28660385956081846
force-loop activation,2343,0.02685512764708098,0.28660385956081846
force-loop activation,2344,0.020572439129069277,0.28660385956081846
force-loop activation,2345,0.03411873981391111,0.28660385956081846
force-loop activation,2346,0.013592291446027112,0.28660385956081846
force-loop activation,2347,0.015603655574361058,0.28660385956081846
force-loop activation,2348,0.005819739884842436,0.28660385956081846
force-loop activation,2349,0.031318540240275944,0.28660385956081846
force-loop activation,2350,0.004022728256667894,0.28660385956081846
force-loop activation,2351,0.020725303519284356,0.28660385956081846
force-loop activation,2352,0.010152552384464518,0.28660385956081846
force-loop activation,2353,0.004022728256667894,0.28660385956081846
force-loop activation,2354,0.010152552384464518,0.28660385956081846
force-loop activation,2355,0.020725303519284356,0.28660385956081846
force-loop activation,2356,0.004022728256667894,0.28660385956081846
force-loop activation,2357,0.025058116018906434,0.28660385956081846
force-loop activation,2358,0.008355540756289975,0.28660385956081846
force-loop activation,2359,0.022893887500357413,0.28660385956081846
force-loop activation,2360,0.011270843074738978,0.28660385956081846
force-loop activation,2361,0.015274200329387814,0.28660385956081846
force-loop activation,2362,0.04216531794460215,0.28660385956081846
force-loop activation,2363,0.02685512764708098,0.28660385956081846
force-loop activation,2364,0.017925103945649192,0.28660385956081846
force-loop activation,2365,0.008355540756289975,0.28660385956081846
force-loop activation,2366,0.041052347902747734,0.28660385956081846
force-loop activation,2367,0.020725303519284356,0.28660385956081846
force-loop activation,2368,0.03230623083697752,0.28660385956081846
force-loop activation,2369,0.008355540756289975,0.28660385956081846
force-loop activation,2370,0.010152552384464518,0.28660385956081846
force-loop activation,2371,0.004022728256667894,0.28660385956081846
force-loop activation,2372,0.025694087073992573,0.28660385956081846
force-loop activation,2373,0.020725303519284356,0.28660385956081846
force-loop activation,2374,0.040259944024605226,0.28660385956081846
force-loop activation,2375,0.01728556445772176,0.28660385956081846
force-loop activation,2376,0.024533679275792846,0.28660385956081846
force-loop activation,2377,0.029840057280000463,0.28660385956081846
force-loop activation,2378,0.004022728256667894,0.28660385956081846
force-loop activation,2379,0.011270843074738978,0.28660385956081846
force-loop activation,2380,0.010152552384464518,0.28660385956081846
force-loop activation,2381,0.031318540240275944,0.28660385956081846
force-loop activation,2382,0.01728556445772176,0.28660385956081846
force-loop activation,2383,0.007831104013176384,0.28660385956081846
force-loop activation,2384,0.008355540756289975,0.28660385956081846
force-loop activation,2385,0.026031681523491973,0.28660385956081846
force-loop activation,2386,0.005819739884842436,0.28660385956081846
force-loop activation,2387,0.024533679275792846,0.28660385956081846
force-loop activation,2388,0.011270843074738978,0.28660385956081846
force-loop activation,2389,0.036451568268096736,0.28660385956081846
force-loop activation,2390,0.008355540756289975,0.28660385956081846
force-loop activation,2391,0.017925103945649192,0.28660385956081846
force-loop activation,2392,0.010152552384464518,0.28660385956081846
force-loop activation,2393,0.010152552384464518,0.28660385956081846
force-loop activation,2394,0.004022728256667894,0.28660385956081846
force-loop activation,2395,0.010152552384464518,0.28660385956081846
force-loop activation,2396,0.004022728256667894,0.28660385956081846
force-loop activation,2397,0.0063441766279560274,0.28660385956081846
force-loop activation,2398,0.025058116018906434,0.28660385956081846
force-loop activation,2399,0.01628237651226114,0.28660385956081846
force-loop activation,2400,0.01728556445772176,0.28660385956081846
force-loop activation,2401,0.015274200329387814,0.28660385956081846
force-loop activation,2402,0.005819739884842436,0.28660385956081846
force-loop activation,2403,0.015274200329387814,0.28660385956081846
force-loop activation,2404,0.027828693151666518,0.28660385956081846
force-loop activation,2405,0.010152552384464518,0.28660385956081846
force-loop activation,2406,0.017925103945649192,0.28660385956081846
force-loop activation,2407,0.03761260884118514,0.28660385956081846
force-loop activation,2408,0.020725303519284356,0.28660385956081846
force-loop activation,2409,0.017925103945649192,0.28660385956081846
force-loop activation,2410,0.005819739884842436,0.28660385956081846
force-loop activation,2411,0.020572439129069277,0.28660385956081846
force-loop activation,2412,0.0063441766279560274,0.28660385956081846
force-loop activation,2413,0.025058116018906434,0.28660385956081846
force-loop activation,2414,0.01347718870121327,0.28660385956081846
force-loop activation,2415,0.008355540756289975,0.28660385956081846
force-loop activation,2416,0.004022728256667894,0.28660385956081846
force-loop activation,2417,0.015274200329387814,0.28660385956081846
force-loop activation,2418,0.002011364128333947,0.28660385956081846
force-loop activation,2419,0.036451568268096736,0.28660385956081846
force-loop activation,2420,0.0063441766279560274,0.28660385956081846
force-loop activation,2421,0.010152552384464518,0.28660385956081846
force-loop activation,2422,0.036451568268096736,0.28660385956081846
force-loop activation,2423,0.002011364128333947,0.28660385956081846
force-loop activation,2424,0.01728556445772176,0.28660385956081846
force-loop activation,2425,0.03761260884118514,0.28660385956081846
force-loop activation,2426,0.002011364128333947,0.28660385956081846
force-loop activation,2427,0.019082576085896304,0.28660385956081846
force-loop activation,2428,0.015603655574361058,0.28660385956081846
force-loop activation,2429,0.04216531794460215,0.28660385956081846
force-loop activation,2430,0.004022728256667894,0.28660385956081846
force-loop activation,2431,0.04440802646494298,0.28660385956081846
force-loop activation,2432,0.027705451202326523,0.28660385956081846
force-loop activation,2433,0.0063441766279560274,0.28660385956081846
force-loop activation,2434,0.015603655574361058,0.28660385956081846
force-loop activation,2435,0.015603655574361058,0.28660385956081846
force-loop activation,2436,0.00814118825613057,0.28660385956081846
force-loop activation,2437,0.01728556445772176,0.28660385956081846
force-loop activation,2438,0.005819739884842436,0.28660385956081846
force-loop activation,2439,0.017925103945649192,0.28660385956081846
force-loop activation,2440,0.002011364128333947,0.28660385956081846
force-loop activation,2441,0.025694087073992573,0.28660385956081846
force-loop activation,2442,0.017925103945649192,0.28660385956081846
force-loop activation,2443,0.03742787878190081,0.28660385956081846
force-loop activation,2444,0.03383527533012314,0.28660385956081846
force-loop activation,2445,0.01347718870121327,0.28660385956081846
force-loop activation,2446,0.04487622100801527,0.28660385956081846
force-loop activation,2447,0.002011364128333947,0.28660385956081846
force-loop activation,2448,0.004022728256667894,0.28660385956081846
force-loop activation,2449,0.05871502881700353,0.28660385956081846
force-loop activation,2450,0.027705451202326523,0.28660385956081846
force-loop activation,2451,0.02490525162869136,0.28660385956081846
force-loop activation,2452,0.053154143530713197,0.28660385956081846
force-loop activation,2453,0.031318540240275944,0.28660385956081846
force-loop activation,2454,0.007831104013176384,0.28660385956081846
force-loop activation,2455,0.02490525162869136,0.28660385956081846
force-loop activation,2456,0.013592291446027112,0.28660385956081846
force-loop activation,2457,0.0063441766279560274,0.28660385956081846
force-loop activation,2458,0.030026899573614655,0.28660385956081846
force-loop activation,2459,0.0063441766279560274,0.28660385956081846
force-loop activation,2460,0.02685512764708098,0.28660385956081846
force-loop activation,2461,0.03411873981391111,0.28660385956081846
force-loop activation,2462,0.027705451202326523,0.28660385956081846
force-loop activation,2463,0.020572439129069277,0.28660385956081846
force-loop activation,2464,0.010152552384464518,0.28660385956081846
force-loop activation,2465,0.002011364128333947,0.28660385956081846
force-loop activation,2466,0.023415388585518383,0.28660385956081846
force-loop activation,2467,0.005819739884842436,0.28660385956081846
force-loop activation,2468,0.002011364128333947,0.28660385956081846
force-loop activation,2469,0.027705451202326523,0.28660385956081846
force-loop activation,2470,0.010152552384464518,0.28660385956081846
force-loop activation,2471,0.0063441766279560274,0.28660385956081846
force-loop activation,2472,0.010152552384464518,0.28660385956081846
force-loop activation,2473,0.020725303519284356,0.28660385956081846
force-loop activation,2474,0.019082576085896304,0.28660385956081846
force-loop activation,2475,0.04344665308721306,0.28660385956081846
force-loop activation,2476,0.010152552384464518,0.28660385956081846
force-loop activation,2477,0.004022728256667894,0.28660385956081846
force-loop activation,2478,0.004022728256667894,0.28660385956081846
force-loop activation,2479,0.015274200329387814,0.28660385956081846
force-loop activation,2480,0.01628237651226114,0.28660385956081846
force-loop activation,2481,0.01347718870121327,0.28660385956081846
force-loop activation,2482,0.007831104013176384,0.28660385956081846
force-loop activation,2483,0.010152552384464518,0.28660385956081846
force-loop activation,2484,0.0063441766279560274,0.28660385956081846
force-loop activation,2485,0.03383527533012314,0.28660385956081846
force-loop activation,2486,0.002011364128333947,0.28660385956081846
force-loop activation,2487,0.040784380767718814,0.28660385956081846
force-loop activation,2488,0.01628237651226114,0.28660385956081846
force-loop activation,2489,0.050573840560872954,0.28660385956081846
force-loop activation,2490,0.020725303519284356,0.28660385956081846
force-loop activation,2491,0.002011364128333947,0.28660385956081846
force-loop activation,2492,0.005819739884842436,0.28660385956081846
force-loop activation,2493,0.0063441766279560274,0.28660385956081846
force-loop activation,2494,0.015603655574361058,0.28660385956081846
force-loop activation,2495,0.026031681523491973,0.28660385956081846
force-loop activation,2496,0.017925103945649192,0.28660385956081846
force-loop activation,2497,0.011270843074738978,0.28660385956081846
force-loop activation,2498,0.020725303519284356,0.28660385956081846
force-loop activation,2499,0.00814118825613057,0.28660385956081846
force-loop activation,2500,0.015603655574361058,0.28660385956081846
force-loop activation,2501,0.020725303519284356,0.28660385956081846
force-loop activation,2502,0.023415388585518383,0.28660385956081846
force-loop activation,2503,0.017925103945649192,0.28660385956081846
force-loop activation,2504,0.002011364128333947,0.28660385956081846
force-loop activation,2505,0.013592291446027112,0.28660385956081846
force-loop activation,2506,0.03411873981391111,0.28660385956081846
force-loop activation,2507,0.03383527533012314,0.28660385956081846
force-loop activation,2508,0.005819739884842436,0.28660385956081846
force-loop activation,2509,0.023415388585518383,0.28660385956081846
force-loop activation,2510,0.004022728256667894,0.28660385956081846
force-loop activation,2511,0.03383527533012314,0.28660385956081846
force-loop activation,2512,0.014485364884086598,0.28660385956081846
force-loop activation,2513,0.015274200329387814,0.28660385956081846
