predictor,lag,null_index,rho_null
loop activation,2,95,-0.31830924318296133
loop activation,2,96,0.39468194441407367
loop activation,2,97,0.20795958977498857
loop activation,2,98,0.18027596160153947
loop activation,2,99,0.34091097942314846
loop activation,2,100,0.3213443834597976
loop activation,2,101,-0.27368743303229764
loop activation,2,102,0.38206468260042425
loop activation,2,103,0.013728105661367564
loop activation,2,104,-0.13960333253154317
loop activation,2,105,-0.0357831667796462
loop activation,2,106,-0.3166779646191861
loop activation,2,107,0.2612669742625353
loop activation,2,108,-0.03423060943342591
loop activation,2,109,0.5327895738120751
loop activation,2,110,0.30142354201745
loop activation,2,111,0.46954144890774313
loop activation,2,112,0.43445802628414
loop activation,2,113,-0.055039251273753045
loop activation,2,114,0.17234698563337783
loop activation,2,115,-0.5059937460366054
loop activation,2,116,-0.37372460694058746
loop activation,2,117,0.32736218320176685
loop activation,2,118,0.43182086549605303
loop activation,2,119,0.24995298593951593
loop activation,2,120,0.37878900526994824
loop activation,2,121,-0.4911023157158165
loop activation,2,122,0.4139511491111063
loop activation,2,123,-0.25533226913909607
loop activation,2,124,-0.5163630797489669
loop activation,2,125,-0.5834991581203124
loop activation,2,126,0.22435109663029457
loop activation,2,127,0.12077584133301264
loop activation,2,128,-0.3748310773873303
loop activation,2,129,0.17138921081979405
loop activation,2,130,-0.5133410596750564
loop activation,2,131,0.40703680216920696
loop activation,2,132,0.2927773282893443
loop activation,2,133,-0.14496074872624698
loop activation,2,134,-0.4499661061424418
loop activation,2,135,0.38879097330038714
loop activation,2,136,0.3804377774376244
loop activation,2,137,0.40595657212831565
loop activation,2,138,-0.0018893092213159567
loop activation,2,139,0.31299993439898544
loop activation,2,140,-0.03621613347619777
loop activation,2,141,0.17011655113599092
loop activation,2,142,-0.0925061774288776
loop activation,2,143,0.12692484310424004
loop activation,2,144,-0.2605234960967397
loop activation,2,145,-0.1792482123723514
loop activation,2,146,-0.3067197305985
loop activation,2,147,-0.4462749557193152
loop activation,2,148,-0.5608012070586693
loop activation,2,149,0.31289934617655424
loop activation,2,150,0.4735999650127923
loop activation,2,151,-0.08114408169513022
loop activation,2,152,0.18010102556252874
loop activation,2,153,0.41064048457282815
loop activation,2,154,0.34044739891977005
loop activation,2,155,-0.47234917233386553
loop activation,2,156,0.08871443878331986
loop activation,2,157,-0.5228269663904136
loop activation,2,158,-0.032017668539940085
loop activation,2,159,-0.14117338348166453
loop activation,2,160,-0.35421486518991496
loop activation,2,161,0.5062823905009731
loop activation,2,162,0.23811856290043956
loop activation,2,163,-0.009687083160219547
loop activation,2,164,0.07498195972097703
loop activation,2,165,-0.01945726093896919
loop activation,2,166,0.3929588244298179
loop activation,2,167,-0.18174542432922966
loop activation,2,168,0.31417637926133263
loop activation,2,169,-0.32624696595307345
loop activation,2,170,-0.20600467953904356
loop activation,2,171,0.4168900745664867
loop activation,2,172,-0.010710458988432358
loop activation,2,173,0.07517001596291358
loop activation,2,174,0.05829743500032802
loop activation,2,175,-0.2320351621438412
loop activation,2,176,0.4927817016903196
loop activation,2,177,0.2983009337211083
loop activation,2,178,-0.19560035861888003
loop activation,2,179,0.16446174367496885
loop activation,2,180,0.14831514727427786
loop activation,2,181,-0.060707178937700904
loop activation,2,182,0.1607049922372133
loop activation,2,183,0.04203713017428004
loop activation,2,184,0.1584220769281232
loop activation,2,185,0.35573680872930846
loop activation,2,186,-0.3691937635302093
loop activation,2,187,0.33411908770855664
loop activation,2,188,0.2993330563512716
loop activation,2,189,-0.0993986573659006
loop activation,2,190,0.04317421442784982
loop activation,2,191,0.31993177494478586
loop activation,2,192,-0.17729767553738165
loop activation,2,193,0.35972097701777794
loop activation,2,194,-0.5109313157376835
loop activation,2,195,-0.1584570641359253
loop activation,2,196,-0.15965974940412414
loop activation,2,197,-0.4036605366162998
loop activation,2,198,0.5052327742669088
loop activation,2,199,-0.31050272244210714
loop activation,2,200,-0.5000502941112157
loop activation,2,201,-0.38383590999540795
loop activation,2,202,0.34347379239465575
loop activation,2,203,-0.22961229800354246
loop activation,2,204,0.36698956943867406
loop activation,2,205,-0.22143841158076583
loop activation,2,206,0.4298047276464544
loop activation,2,207,0.16255931425072712
loop activation,2,208,-0.32022916621110414
loop activation,2,209,-0.1063654851195032
loop activation,2,210,0.22228247796899261
loop activation,2,211,0.27579541230237703
loop activation,2,212,0.32742778421639596
loop activation,2,213,0.1916817913450395
loop activation,2,214,-0.08629157464302116
loop activation,2,215,0.25855546565786885
loop activation,2,216,0.4172836806542608
loop activation,2,217,0.33107957403074506
loop activation,2,218,0.5519538168857012
loop activation,2,219,-0.2591589949924559
loop activation,2,220,0.2933808576239313
loop activation,2,221,0.357586757341847
loop activation,2,222,-0.25060024928385566
loop activation,2,223,0.08256106361111719
loop activation,2,224,-0.10899827250661479
loop activation,2,225,-0.22862390938313185
loop activation,2,226,-0.17301174258161864
loop activation,2,227,-0.43408191380026684
loop activation,2,228,-0.310174717368962
loop activation,2,229,0.1504406201482583
loop activation,2,230,-0.007080536178959569
loop activation,2,231,-0.049813037108307284
loop activation,2,232,0.03932124816863835
loop activation,2,233,-0.1499682928429293
loop activation,2,234,-0.24016094115588993
loop activation,2,235,-0.4299796636854651
loop activation,2,236,0.367803022020074
loop activation,2,237,0.08894622903500908
loop activation,2,238,-0.07367431282937177
loop activation,2,239,-0.22590365397651488
loop activation,2,240,0.4080864184032713
loop activation,2,241,0.10002842710633927
loop activation,2,242,0.1347969648597232
loop activation,2,243,0.29928932234151895
loop activation,2,244,-0.2579082023135291
loop activation,2,245,0.1868316896634668
loop activation,2,246,-0.1911438630250815
loop activation,2,247,-0.47583039951017914
loop activation,2,248,-0.09077431064267129
loop activation,2,249,-0.0586997878900527
loop activation,2,250,0.49567251973497195
loop activation,2,251,0.3552513612210536
loop activation,2,252,-0.14671010911635438
loop activation,2,253,0.1536550698650806
loop activation,2,254,-0.3199755089545386
loop activation,2,255,-0.3302836150532462
loop activation,2,256,-0.5007981456779865
loop activation,2,257,-0.5251230019024294
loop activation,2,258,0.35372504428068496
loop activation,2,259,-0.0030088998709846717
loop activation,2,260,0.14291399706982136
loop activation,2,261,-0.32616824473551864
loop activation,2,262,0.0987513940215609
loop activation,2,263,-0.2888937482233059
loop activation,2,264,-0.024311736021517136
loop activation,2,265,-0.39470381141895
loop activation,2,266,0.05719971135553564
loop activation,2,267,0.08338763639544293
loop activation,2,268,-0.3139839496184208
loop activation,2,269,-0.48523758500798153
loop activation,2,270,-0.34294023747567304
loop activation,2,271,-0.2870394262097921
loop activation,2,272,0.06692178172355734
loop activation,2,273,-0.5670551704533031
loop activation,2,274,-0.272292318121187
loop activation,2,275,-0.47455336642540075
loop activation,2,276,0.4018586954144891
loop activation,2,277,0.3468106973387855
loop activation,2,278,-0.04155605606700051
loop activation,2,279,-0.29694080601779976
loop activation,2,280,0.5318580394043428
loop activation,2,281,-0.20640265902779298
loop activation,2,282,0.18327611467057361
loop activation,2,283,-0.4555640593907853
loop activation,2,284,0.2704817301174259
loop activation,2,285,-0.4267346001618159
loop activation,2,286,0.5045111631059894
loop activation,2,287,0.14015875445540227
loop activation,2,288,-0.019352299315562753
loop activation,2,289,0.10288425794318953
loop activation,2,290,-0.14629463602370385
loop activation,2,291,-0.11842732500929348
loop activation,2,292,0.3574205681047868
loop activation,2,293,0.20841442347641648
loop activation,2,294,-0.15316962235682582
loop activation,2,295,0.3177888084669043
loop activation,2,296,0.43114298834488646
loop activation,2,297,-0.0920863309352518
loop activation,2,298,-0.5067590912072775
loop activation,2,299,0.2821149767116398
loop activation,2,300,0.34412542913997074
loop activation,2,301,-0.4528394305831931
loop activation,2,302,0.15805471124620063
loop activation,2,303,0.24764383022457417
loop activation,2,304,0.31506417965931216
loop activation,2,305,-0.34059609455292916
loop activation,2,306,0.4033106645382783
loop activation,2,307,0.018254575670770375
loop activation,2,308,-0.22914434409918874
loop activation,2,309,0.3536681900680065
loop activation,2,310,-0.2968883252060966
loop activation,2,311,-0.18450941374559932
loop activation,2,312,-0.09283855590299799
loop activation,2,313,0.0006210229384881154
loop activation,2,314,-0.10586691740832259
loop activation,2,315,0.15109225689357333
loop activation,2,316,0.5750278804312173
loop activation,2,317,0.3339703920753975
loop activation,2,318,0.13872427893551423
loop activation,2,319,-0.27311889090551267
loop activation,2,320,-0.2308412236775929
loop activation,2,321,-0.4792154118650369
loop activation,2,322,0.22079989503837666
loop activation,2,323,-0.3803678030220201
loop activation,2,324,0.18367409415932304
loop activation,2,325,-0.46819444140736055
loop activation,2,326,-0.16598806061533752
loop activation,2,327,0.2515317836915878
loop activation,2,328,-0.5011261507511318
loop activation,2,329,0.3847455773982638
loop activation,2,330,0.1122214690253876
loop activation,2,331,-0.3391834860379175
loop activation,2,332,-0.2540508626533424
loop activation,2,333,0.058533598652992506
loop activation,2,334,0.4066563162843586
loop activation,2,335,0.34293149067372247
loop activation,2,336,-0.1667971397957622
loop activation,2,337,0.009017952811003477
loop activation,2,338,0.4948022129408936
loop activation,2,339,-0.1835385187290897
loop activation,2,340,0.22769674837637494
loop activation,2,341,-0.3686295948043997
loop activation,2,342,-0.30099494872187366
loop activation,2,343,-0.32725722157836046
loop activation,2,344,0.2650718331110188
loop activation,2,345,-0.24452559532920778
loop activation,2,346,-0.05836740941593231
loop activation,2,347,-0.28545625505674493
loop activation,2,348,0.46062408431917085
loop activation,2,349,0.4306575408366317
loop activation,2,350,-0.2532067962651156
loop activation,2,351,0.3747217423629486
loop activation,2,352,-0.22290787430845604
loop activation,2,353,0.5926133257527717
loop activation,2,354,0.22281603288797538
loop activation,2,355,-0.14469834466773088
loop activation,2,356,0.1895519450700838
loop activation,2,357,-0.09173208545625507
loop activation,2,358,-0.1477553519494435
loop activation,2,359,-0.18886969451794192
loop activation,2,360,-0.07953029673525619
loop activation,2,361,-0.2570247753165249
loop activation,2,362,-0.3274583980232228
loop activation,2,363,-0.3675362445605826
loop activation,2,364,-0.4907830574446219
loop activation,2,365,-0.21353567601845583
loop activation,2,366,-0.43831973934530194
loop activation,2,367,-0.17417506724104004
loop activation,2,368,0.13671251448689073
loop activation,2,369,0.5297806739410904
loop activation,2,370,-0.26315191008287603
loop activation,2,371,-0.13907852441451096
loop activation,2,372,0.26845684546587656
loop activation,2,373,0.3832105136559446
loop activation,2,374,-0.02054186438083576
loop activation,2,375,-0.04476175898187226
loop activation,2,376,0.3028492707353874
loop activation,2,377,0.5735059368918239
loop activation,2,378,0.23486475257483985
loop activation,2,379,0.2738711158732589
loop activation,2,380,-0.13302136406376422
loop activation,2,381,0.09275108788349261
loop activation,2,382,-0.28522883820603095
loop activation,2,383,-0.5830005904091318
loop activation,2,384,0.4902407557236886
loop activation,2,385,0.25834116901008075
loop activation,2,386,-0.04666856180708929
loop activation,2,387,-0.10175592049157028
loop activation,2,388,0.4242067743981108
loop activation,2,389,0.29243620301327333
loop activation,2,390,0.5356978854606286
loop activation,2,391,-0.017598565524480116
loop activation,2,392,-0.1119328245610199
loop activation,2,393,0.0650149788983403
loop activation,2,394,0.02820406288950603
loop activation,2,395,-0.2480505565152741
loop activation,2,396,0.3815048872755899
loop activation,2,397,0.010767313201110846
loop activation,2,398,-0.4777415757363715
loop activation,2,399,0.19875358072204855
loop activation,2,400,-0.40101900242723754
loop activation,2,401,-0.14318077452931274
loop activation,2,402,-0.4859898099757277
loop activation,2,403,0.22003017646672937
loop activation,2,404,0.17368961973278527
loop activation,2,405,0.30342655966412285
loop activation,2,406,0.5639325621569614
loop activation,2,407,-0.10530274868251298
loop activation,2,408,0.22179703046073784
loop activation,2,409,0.24627495571931518
loop activation,2,410,0.20827884804618316
loop activation,2,411,-0.07823577004657674
loop activation,2,412,0.33000371739082907
loop activation,2,413,-0.15823402068618664
loop activation,2,414,0.14096346023485165
loop activation,2,415,0.28214121711749146
loop activation,2,416,-0.25427827950405635
loop activation,2,417,0.4388620410662352
loop activation,2,418,-0.293669502088299
loop activation,2,419,-0.3449345083203954
loop activation,2,420,0.2925717784435067
loop activation,2,421,0.371437318230522
loop activation,2,422,0.44440314010190035
loop activation,2,423,0.3079442828715751
loop activation,2,424,0.38199470818482
loop activation,2,425,-0.2168157267499071
loop activation,2,426,0.5912313310445869
loop activation,2,427,-0.0403533707988017
loop activation,2,428,-0.44836981478646876
loop activation,2,429,-0.28575801972403847
loop activation,2,430,0.35213312632568716
loop activation,2,431,-0.3371542279853929
loop activation,2,432,-0.20684437252629514
loop activation,2,433,-0.43530209267236675
loop activation,2,434,-0.40704992237213267
loop activation,2,435,-0.35963350899827257
loop activation,2,436,0.3528678576895323
loop activation,2,437,-0.02377818110253439
loop activation,2,438,-0.24697907327633337
loop activation,2,439,-0.3958671360783714
loop activation,2,440,0.10262622728564871
loop activation,2,441,-0.4946447705057839
loop activation,2,442,-0.17835166517242138
loop activation,2,443,-0.14721305022851022
loop activation,2,444,0.07392797008593734
loop activation,2,445,0.052804443375390885
loop activation,2,446,0.26005116879141066
loop activation,2,447,-0.35685202597800186
loop activation,2,448,-0.1579060156130415
loop activation,2,449,0.1789551945070084
loop activation,2,450,0.45663991603070136
loop activation,2,451,0.07823139664560146
loop activation,2,452,-0.13999256521834208
loop activation,2,453,0.08747239290634364
loop activation,2,454,0.4804137237322605
loop activation,2,455,-0.32698169731691856
loop activation,2,456,-0.388462968227242
loop activation,2,457,0.2773129824407951
loop activation,2,458,-0.10856093240908793
loop activation,2,459,-0.4511644180096652
loop activation,2,460,-0.08610789180205987
loop activation,2,461,0.48682075616102866
loop activation,2,462,-0.5278126435022196
loop activation,2,463,-0.37139358422076935
loop activation,2,464,-0.5363451488049682
loop activation,2,465,-0.41373247906234284
loop activation,2,466,0.23159782204631435
loop activation,2,467,-0.16336839343115175
loop activation,2,468,-0.11291683978045529
loop activation,2,469,0.46946710109116363
loop activation,2,470,0.05028536441363628
loop activation,2,471,-0.20552797883273935
loop activation,2,472,-0.531696223568258
loop activation,2,473,0.18995867136078373
loop activation,2,474,-0.13481445846362425
loop activation,2,475,0.49559379851741714
loop activation,2,476,0.22649406310817607
loop activation,2,477,0.47897487481139717
loop activation,2,478,0.2790885832367541
loop activation,2,479,0.3096586560538804
loop activation,2,480,-0.4571428571428572
loop activation,2,481,0.26952395530384204
loop activation,2,482,0.11523911569832283
loop activation,2,483,-0.13082591677417946
loop activation,2,484,0.3021888871881219
loop activation,2,485,0.17958933764842233
loop activation,2,486,-0.3370492663619865
loop activation,2,487,-0.3633902604360281
loop activation,2,488,0.12635630097745512
loop activation,2,489,-0.17825545035096546
loop activation,2,490,0.4581574861691195
loop activation,2,491,-0.10673722420240102
loop activation,2,492,0.3073495003389386
loop activation,2,493,0.5622181889746563
loop activation,2,494,-0.02799851304366841
loop activation,2,495,0.23557324353283335
loop activation,2,496,0.15313900854999893
loop activation,2,497,0.3284030526338808
loop activation,2,498,0.2839474317202773
loop activation,2,499,0.017624805930331725
loop activation,2,500,-0.527803896700269
loop activation,2,501,0.5274190374144455
loop activation,2,502,-0.48242986158185924
loop activation,2,503,-0.497776125604076
loop activation,2,504,0.2692965384531281
loop activation,2,505,0.14528875379939213
loop activation,2,506,0.4035555749928933
loop activation,2,507,0.4144365966193611
loop activation,2,508,0.612805318055586
loop activation,2,509,-0.2880453084341038
loop activation,2,510,-0.1581552994686318
loop activation,2,511,0.37351031029279924
loop activation,2,512,-0.3103627736108986
loop activation,2,513,-0.3584483173339748
loop activation,2,514,-0.3179418775010387
loop activation,2,515,-0.34196934245916344
loop activation,2,516,-0.07704620498130373
loop activation,2,517,0.2305525792132252
loop activation,2,518,0.017620432529356456
loop activation,2,519,0.214174192560845
loop activation,2,520,0.46815070739760783
loop activation,2,521,0.23702521265662244
loop activation,2,522,-0.16937744637117055
loop activation,2,523,-0.1998381841639151
loop activation,2,524,0.5367125144868907
loop activation,2,525,-0.2805974065732217
loop activation,2,526,0.41476897509348154
loop activation,2,527,0.5776169338085764
loop activation,2,528,-0.2571734709496841
loop activation,2,529,0.10522402746495815
loop activation,2,530,-0.39412652249021457
loop activation,2,531,-0.005274321576173712
loop activation,2,532,0.4469353392665807
loop activation,2,533,0.39012486059784396
loop activation,2,534,0.2510375893813825
loop activation,2,535,0.1463165030285802
loop activation,2,536,0.016011020970457677
loop activation,2,537,-0.16372701231112377
loop activation,2,538,0.21006756904506793
loop activation,2,539,0.16587872559095582
loop activation,2,540,-0.338588703505281
loop activation,2,541,0.34018936826222923
loop activation,2,542,0.11546653254903678
loop activation,2,543,-0.2660208611226521
loop activation,2,544,-0.32206162121974163
loop activation,2,545,0.3183048697819861
loop activation,2,546,-0.2932540289956485
loop activation,2,547,0.34099407404167853
loop activation,2,548,-0.26904288119656256
loop activation,2,549,-0.11530034331197657
loop activation,2,550,0.2510157223765061
loop activation,2,551,0.15000765345170675
loop activation,2,552,-0.06721479958890032
loop activation,2,553,-0.14872187356497785
loop activation,2,554,0.41455030504471807
loop activation,2,555,0.46295510703898896
loop activation,2,556,-0.08929172771205529
loop activation,2,557,-0.27007937722770115
loop activation,2,558,0.27251536157092565
loop activation,2,559,-0.1990772123942184
loop activation,2,560,0.2527650827666135
loop activation,2,561,0.21271347663510534
loop activation,2,562,-0.21329951236579126
loop activation,2,563,0.1241039994751919
loop activation,2,564,-0.053657256565568225
loop activation,2,565,-0.13285954822767929
loop activation,2,566,-0.33825195163018523
loop activation,2,567,-0.2902363823227133
loop activation,2,568,-0.1729723819728412
loop activation,2,569,-0.2363954429161838
loop activation,2,570,-0.09167960464455185
loop activation,2,571,-0.12214471583827165
loop activation,2,572,0.07133454330760317
loop activation,2,573,0.09415494959655378
loop activation,2,574,0.1484201088976843
loop activation,2,575,0.5737421005444885
loop activation,2,576,-0.3494653517307735
loop activation,2,577,-0.2572259517613873
loop activation,2,578,0.5264962498086638
loop activation,2,579,0.19365419518488555
loop activation,2,580,-0.015656775491460936
loop activation,2,581,-0.18856355644967313
loop activation,2,582,0.20466641884061146
loop activation,2,583,-0.5686252214034244
loop activation,2,584,-0.0661783035577617
loop activation,2,585,0.15180512125254206
loop activation,2,586,0.475239990378518
loop activation,2,587,-0.5047866873674314
loop activation,2,588,-0.29714198246266216
loop activation,2,589,-0.23657037895519453
loop activation,2,590,-0.41683759375478346
loop activation,2,591,-0.5821302836150534
loop activation,2,592,0.047403293170934384
loop activation,2,593,0.21218866851807314
loop activation,2,594,-0.24274562113227355
loop activation,2,595,-0.09523955303842033
loop activation,2,596,0.2711158732588398
loop activation,2,597,0.25089326714919863
loop activation,2,598,-0.5017734140954714
loop activation,2,599,-0.4591240077846538
loop activation,2,600,-0.6032100763158471
loop activation,2,601,-0.3486956331591263
loop activation,2,602,-0.4544925761518446
loop activation,2,603,0.1336030263934749
loop activation,2,604,0.5201242045876977
loop activation,2,605,-0.0705560779340054
loop activation,2,606,-0.355338829240559
loop activation,2,607,-0.4525595329207759
loop activation,2,608,0.16947803459360175
loop activation,2,609,0.19543416938181982
loop activation,2,610,-0.36131726837375094
loop activation,2,611,-0.15032691172290133
loop activation,2,612,-0.16210448054929918
loop activation,2,613,-0.08476088430167722
loop activation,2,614,-0.23993789770615123
loop activation,2,615,0.5139270954057423
loop activation,2,616,0.5817585445321555
loop activation,2,617,-0.1386849183267368
loop activation,2,618,-0.09152216220944219
loop activation,2,619,0.10624302989219568
loop activation,2,620,-0.11187159694736613
loop activation,2,621,0.10286239093831318
loop activation,2,622,-0.3909645535850955
loop activation,2,623,0.42468347510441506
loop activation,2,624,-0.2529706326124511
loop activation,2,625,0.45808313835253994
loop activation,2,626,0.24756510900701933
loop activation,2,627,0.3628873193238723
loop activation,2,628,-0.4627495571931513
loop activation,2,629,-0.25901029935929676
loop activation,2,630,0.1369268111346789
loop activation,2,631,0.3838840174061359
loop activation,2,632,0.1314731801185192
loop activation,2,633,0.07370055323522337
loop activation,2,634,-0.3153309571188035
loop activation,2,635,-0.2908005510485229
loop activation,2,636,-0.014436596619361048
loop activation,2,637,-0.08987776344274126
loop activation,2,638,-0.219990815857952
loop activation,2,639,0.020069537075506773
loop activation,2,640,-0.16927248474776413
loop activation,2,641,-0.04664669480221295
loop activation,2,642,0.2281340884739018
loop activation,2,643,-0.30965428265290507
loop activation,2,644,0.49383131792438395
loop activation,2,645,0.11506855306028735
loop activation,2,646,-0.31391397520281655
loop activation,2,647,0.2226498436509152
loop activation,2,648,-0.26848745927270345
loop activation,2,649,0.2760709365638189
loop activation,2,650,0.37732391594323333
loop activation,2,651,-0.10438433447770662
loop activation,2,652,0.1563709518707223
loop activation,2,653,-0.24819050534648274
loop activation,2,654,0.1669370886269708
loop activation,2,655,-0.29909251929763186
loop activation,2,656,0.4917495790601562
loop activation,2,657,0.3413876801294527
loop activation,2,658,0.47668321270035646
loop activation,2,659,-0.18932015481839456
loop activation,2,660,-0.1901992084144235
loop activation,2,661,-0.4017143731823053
loop activation,2,662,-0.17282805974065737
loop activation,2,663,-0.4858279941396427
loop activation,2,664,0.40984015219435405
loop activation,2,665,0.5388554809647723
loop activation,2,666,-0.027224421071045904
loop activation,2,667,-0.3636701580984453
loop activation,2,668,-0.21761168572740597
loop activation,2,669,-0.0095690013338873
loop activation,2,670,0.38455752115632724
loop activation,2,671,-0.37333537425378854
loop activation,2,672,0.5490411318361725
loop activation,2,673,0.19329557630491356
loop activation,2,674,0.13716734818831866
loop activation,2,675,-0.10433622706697866
loop activation,2,676,0.46770462049813044
loop activation,2,677,-0.22020073910476484
loop activation,2,678,-0.42509894819706556
loop activation,2,679,-0.4382278979248213
loop activation,2,680,0.25376659158994996
loop activation,2,681,-0.20007434781657957
loop activation,2,682,0.4904113183617241
loop activation,2,683,-0.1230806236469791
loop activation,2,684,-0.3714810522402747
loop activation,2,685,0.2462443419124883
loop activation,2,686,-0.24423257746386481
loop activation,2,687,-0.2741247731298244
loop activation,2,688,0.2760053355491899
loop activation,2,689,0.48221556493407103
loop activation,2,690,0.10965865605388031
loop activation,2,691,-0.22076490783057448
loop activation,2,692,-0.0978635936235814
loop activation,2,693,-0.1702739935711006
loop activation,2,694,0.40456583061818024
loop activation,2,695,-0.32718724716275616
loop activation,2,696,0.6439964138112003
loop activation,2,697,-0.2586516804793248
loop activation,2,698,0.6196759309877327
loop activation,2,699,0.4389101484769632
loop activation,2,700,-0.25703352211847547
loop activation,2,701,0.11074763289672215
loop activation,2,702,-0.16871268942292977
loop activation,2,703,-0.40022304344973875
loop activation,2,704,-0.2400253657256566
loop activation,2,705,0.1966149876451423
loop activation,2,706,0.035236491657737644
loop activation,2,707,0.05431764011283375
loop activation,2,708,0.22424176160591286
loop activation,2,709,-0.1499289322341519
loop activation,2,710,0.04845290940499881
loop activation,2,711,-0.2982528263103803
loop activation,2,712,0.2831470993418032
loop activation,2,713,0.002729002208567493
loop activation,2,714,-0.38936388882814726
loop activation,2,715,-0.20815639281887563
loop activation,2,716,0.47223983730948377
loop activation,2,717,-0.20693621394677575
loop activation,2,718,-0.5021495265793445
loop activation,2,719,0.4781483020270714
loop activation,2,720,0.3195819028667644
loop activation,2,721,-0.34679757713585974
loop activation,2,722,-0.03391572456320658
loop activation,2,723,-0.4678839299381164
loop activation,2,724,0.288325206096521
loop activation,2,725,0.28164264940631084
loop activation,2,726,-0.3284511600446088
loop activation,2,727,0.5621001071483239
loop activation,2,728,0.10375456473726796
loop activation,2,729,0.15194507008375066
loop activation,2,730,-0.4381710437121428
loop activation,2,731,0.1991471868098227
loop activation,2,732,0.03225383219260458
loop activation,2,733,0.5540924099626076
loop activation,2,734,0.08317771314863004
loop activation,2,735,-0.2851851041962783
loop activation,2,736,-0.11676543263869149
loop activation,2,737,0.3880824823423936
loop activation,2,738,0.31809057313419786
loop activation,2,739,-0.15277164286807637
loop activation,2,740,-0.2794909361264788
loop activation,2,741,0.3049747436093679
loop activation,2,742,0.30575320898296565
loop activation,2,743,-0.29923684152981567
loop activation,2,744,0.10365834991581203
loop activation,2,745,0.6594476394568237
loop activation,2,746,-0.16245872602829592
loop activation,2,747,0.24091316612363609
loop activation,2,748,-0.3497277557892896
loop activation,2,749,0.07754039929150905
loop activation,2,750,-0.2097964181846013
loop activation,2,751,0.01709125101134898
loop activation,2,752,-0.2340469265924647
loop activation,2,753,-0.41508385996370084
loop activation,2,754,0.24947628523321166
loop activation,2,755,-0.20814327261594984
loop activation,2,756,-0.1605650434060047
loop activation,2,757,0.5358247140889114
loop activation,2,758,-0.18678358225273883
loop activation,2,759,0.04001661892370603
loop activation,2,760,0.5082679145437451
loop activation,2,761,0.37465176794734434
loop activation,2,762,-0.04925761518444819
loop activation,2,763,-0.45033347182436434
loop activation,2,764,0.4370776934683257
loop activation,2,765,-0.244805492991625
loop activation,2,766,0.4615774857317794
loop activation,2,767,-0.05730904637991735
loop activation,2,768,0.18049463165030288
loop activation,2,769,-0.3712273949837091
loop activation,2,770,0.49631103627736123
loop activation,2,771,-0.4507489449170148
loop activation,2,772,-0.0909929806914347
loop activation,2,773,-0.3904572390719644
loop activation,2,774,-0.34356126041416113
loop activation,2,775,-0.4486059784391333
loop activation,2,776,-0.3494478581268724
loop activation,2,777,0.2964684787124708
loop activation,2,778,0.3079049222627977
loop activation,2,779,-0.33043668408738064
loop activation,2,780,0.024945879162931055
loop activation,2,781,-0.3428571428571429
loop activation,2,782,0.31330607246725417
loop activation,2,783,0.7628260917102185
loop activation,2,784,-0.19814130458551096
loop activation,2,785,0.5182261485644312
loop activation,2,786,-0.37137609061686827
loop activation,2,787,-0.10141479521549934
loop activation,2,788,0.085425641249918
loop activation,2,789,-0.01789595679079837
loop activation,2,790,0.3451619251711094
loop activation,2,791,-0.3430408256981042
loop activation,2,792,-0.2312304563643918
loop activation,2,793,0.4609870766001181
loop activation,2,794,-0.008943604994423914
loop activation,2,795,0.4423388948415736
loop activation,2,796,0.24377337036146163
loop activation,2,797,0.23575255297281936
loop activation,2,798,0.2061446283702522
loop activation,2,799,0.17039207539743284
loop activation,2,800,0.5766329185891409
loop activation,2,801,0.11409765804377776
loop activation,2,802,-0.0860510375893814
loop activation,2,803,-0.22649843650915136
loop activation,2,804,-0.2540683562572435
loop activation,2,805,0.2143228881940041
loop activation,2,806,0.3459185235398308
loop activation,2,807,-0.4180315322210318
loop activation,2,808,-0.2559576654785594
loop activation,2,809,0.3370930003717391
loop activation,2,810,-0.05430451990990795
loop activation,2,811,0.11368218495112728
loop activation,2,812,-0.313187990640922
loop activation,2,813,-0.0638385340359931
loop activation,2,814,-0.43766810259998695
loop activation,2,815,0.31946819444140745
loop activation,2,816,-0.2298878222649844
loop activation,2,817,0.26892479937023034
loop activation,2,818,-0.2952745402462225
loop activation,2,819,0.10272244210710461
loop activation,2,820,-0.14346504559270518
loop activation,2,821,-0.448308587172815
loop activation,2,822,-0.5359121821084167
loop activation,2,823,-0.2128971594760666
loop activation,2,824,-0.2907218298309681
loop activation,2,825,0.16933808576239318
loop activation,2,826,-0.11907896175460848
loop activation,2,827,-0.3912094640397105
loop activation,2,828,0.15924427631147364
loop activation,2,829,-0.44833045417769135
loop activation,2,830,0.26438083575692645
loop activation,2,831,-0.07380551485862984
loop activation,2,832,-0.05981937853972143
loop activation,2,833,0.07596160153943715
loop activation,2,834,0.1670026896415998
loop activation,2,835,-0.5078262010452429
loop activation,2,836,0.4703024206774399
loop activation,2,837,-0.2687848505390217
loop activation,2,838,0.19703046073779276
loop activation,2,839,0.14521877938378783
loop activation,2,840,0.4421289715947607
loop activation,2,841,-0.06361986398722967
loop activation,2,842,0.37682972163302797
loop activation,2,843,-0.19672432266952397
loop activation,2,844,0.13503750191336295
loop activation,2,845,0.3452800069974416
loop activation,2,846,-0.2843847718178042
loop activation,2,847,-0.3925127375303405
loop activation,2,848,0.42098357787933793
loop activation,2,849,-0.3170715707069603
loop activation,2,850,-0.06080776716013208
